CGPA,Branch,Role,Duration,Offer type,Gender,Company,Industry,Stpd,CTC,Details,No. of students placed,Additional Info
7.8,IT,Analyst,6M + PPO,PPO,M,Yum!,Energy,50,8,"50K pm

8 lpa 
",8,Digital & Technology Intern
8.34,MCE,Analyst,6M + PPO,PPO,M,Yum!,Energy,50,8,,,
7.07,MCE,Analyst,6M + PPO,PPO,M,Yum!,Energy,50,8,,,
6.77,ECE,Analyst,6M + PPO,PPO,M,Yum!,Energy,50,8,,,
7.89,ECE,Analyst,6M + PPO,PPO,M,Yum!,Energy,50,8,,,
7.43,ECE,Analyst,6M + PPO,PPO,M,Yum!,Energy,50,8,,,
8.14,EE,Analyst,6M + PPO,PPO,M,Yum!,Energy,50,8,,,
7.42,EE,Analyst,6M + PPO,PPO,M,Yum!,Energy,50,8,,,
7.14,CE,Analyst,6M + PPO,PPO,M,Algo 8 AI,Consulting,18,8,"18K pm
8 lpa
",1,Business Analyst Intern
7.62,ECE,Analyst,6M + PPO,PPO,M,Algo 8 AI,Consulting,18,8,,1,Strategy & Operation Role
6.31,CO,Analyst,FTE,Full-time,F,Axis Bank,Cybersecurity,,8,8 lpa,2,Digital Banking and Transformation (DBIT)
6.46,AE,Analyst,FTE,Full-time,F,Axis Bank,Cybersecurity,,8,,,
7.3,CO,Analyst,FTE,Full-time,M,Axis Bank,Cybersecurity,,8,,6,Business Intelligence Unit (BIU)
8.51,SE,Analyst,FTE,Full-time,M,Axis Bank,Cybersecurity,,8,,,
7.04,ECE,Analyst,FTE,Full-time,M,Axis Bank,Cybersecurity,,8,,,
7.91,EE,Analyst,FTE,Full-time,M,Axis Bank,Cybersecurity,,8,,,
7.51,EE,Analyst,FTE,Full-time,M,Axis Bank,Cybersecurity,,8,,,
8.13,ME,Analyst,FTE,Full-time,M,Axis Bank,Cybersecurity,,8,,,
7.44,ECE,Embedded,6M + PPO,PPO,M,Axis Bank,Cybersecurity,30,8,8 lpa,2,Embedded
No data,EE,Embedded,6M + PPO,PPO,M,Axis Bank,Cybersecurity,30,8,,,
6.14,IT,,FTE,Full-time,M,JSW Energy,Financial Services,,8,"8 lpa
8.5 + 1.5 (retention bonus annually) after probation period of 12 months",4,
7.95,IT,,FTE,Full-time,M,JSW Energy,Financial Services,,8,,,
8.09,IT,,FTE,Full-time,M,JSW Energy,Financial Services,,8,,,
7.36,IT,,FTE,Full-time,M,JSW Energy,Financial Services,,8,,,
7.34,CO,Analyst,Intern + FTE,Full-time,M,Polestar Solutions & Services,Technology,20,7.8,"20K pm
7.8 lpa

6 lpa (fixed) + 60K (annual performance bonus) + 1 lpa (retention bonus) + 20K (insurance)

2 year payback clause of Rs. 2,00,000",22,"4 month intern + FTE

Cheque of Rs. 2,00,000 towards service agreement to be given at the time of joining which will not be               encashed and will only be kept for security purposes."
6.63,CO,Analyst,Intern + FTE,Full-time,M,Polestar Solutions & Services,Technology,20,7.8,,,
7.32,CO,Analyst,Intern + FTE,Full-time,M,Polestar Solutions & Services,Technology,20,7.8,,,
6.84,ECE,Analyst,Intern + FTE,Full-time,M,Polestar Solutions & Services,Technology,20,7.8,,,
6.69,ECE,Analyst,Intern + FTE,Full-time,M,Polestar Solutions & Services,Technology,20,7.8,,,
7.02,ECE,Analyst,Intern + FTE,Full-time,M,Polestar Solutions & Services,Technology,20,7.8,,,
8.15,ECE,Analyst,Intern + FTE,Full-time,M,Polestar Solutions & Services,Technology,20,7.8,,,
7.9,EE,Analyst,Intern + FTE,Full-time,M,Polestar Solutions & Services,Technology,20,7.8,,,
6.82,EE,Analyst,Intern + FTE,Full-time,M,Polestar Solutions & Services,Technology,20,7.8,,,
5.78,ME,Analyst,Intern + FTE,Full-time,M,Polestar Solutions & Services,Technology,20,7.8,,,
7.04,ME,Analyst,Intern + FTE,Full-time,M,Polestar Solutions & Services,Technology,20,7.8,,,
7.39,ME,Analyst,Intern + FTE,Full-time,M,Polestar Solutions & Services,Technology,20,7.8,,,
7.26,ME,Analyst,Intern + FTE,Full-time,M,Polestar Solutions & Services,Technology,20,7.8,,,
8.36,ME,Analyst,Intern + FTE,Full-time,M,Polestar Solutions & Services,Technology,20,7.8,,,
5.99,ME,Analyst,Intern + FTE,Full-time,M,Polestar Solutions & Services,Technology,20,7.8,,,
6.87,EP,Analyst,Intern + FTE,Full-time,M,Polestar Solutions & Services,Technology,20,7.8,,,
No data,EP,Analyst,Intern + FTE,Full-time,M,Polestar Solutions & Services,Technology,20,7.8,,,
7.84,CE,Analyst,Intern + FTE,Full-time,M,Polestar Solutions & Services,Technology,20,7.8,,,
8.45,CE,Analyst,Intern + FTE,Full-time,M,Polestar Solutions & Services,Technology,20,7.8,,,
7.24,AE,Analyst,Intern + FTE,Full-time,M,Polestar Solutions & Services,Technology,20,7.8,,,
6.18,AE,Analyst,Intern + FTE,Full-time,M,Polestar Solutions & Services,Technology,20,7.8,,,
6.23,BT,Analyst,Intern + FTE,Full-time,M,Polestar Solutions & Services,Technology,20,7.8,,,
5.42,CO,,6M + FTE,6M+FTE,F,Kratikal Tech,Engineering,,7.5,7.5 lpa,1,
7.7,ECE,SDE,FTE,Full-time,M,Sun Life Global Solutions,Heavy Industries,,7.25,7.25 lpa + 10% variable,1,
7.63,ECE,Core,6M + PPO,PPO,M,Samsung Heavy Industries,Consulting,,7.2,CTC: 7.2 LPA,,
8.79,ME,Core,6M + PPO,PPO,M,Samsung Heavy Industries,Consulting,,7.2,,,
9.2,ME,Core,6M + PPO,PPO,M,Samsung Heavy Industries,Consulting,,7.2,,,
9.17,CE,Core,6M + PPO,PPO,M,Samsung Heavy Industries,Consulting,,7.2,,,
7.76,CH,Core,6M + PPO,PPO,M,Samsung Heavy Industries,Consulting,,7.2,,,
7.3,CH,Core,6M + PPO,PPO,M,Samsung Heavy Industries,Consulting,,7.2,,,
7.35,EN,Analyst,6M + PPO,PPO,M,Aumya Consulting Services,Appliances,20,7,,1,Asst. Manager
6.82,CO,SDE,Intern + FTE,Full-time,M,Nagarro,Consulting,,7,7 lpa,2,3 month intern + FTE
7.64,MCE,SDE,Intern + FTE,Full-time,M,Nagarro,Consulting,,7,,,
8.99,ME,Core,FTE,Full-time,M,Midea,Engineering,,7,CTC : 7 lpa,4,
9.01,ME,Core,FTE,Full-time,M,Midea,Engineering,,7,,,
8.41,ME,Core,FTE,Full-time,M,Midea,Engineering,,7,,,
8.79,ME,Core,FTE,Full-time,M,Midea,Engineering,,7,,,
8.19,CO,SDE,FTE,Full-time,M,Midea,Engineering,,7,"UG: 7 lpa
PG: 7.3 lpa",3,TCS Digital
8.16,MCE,SDE,FTE,Full-time,M,Midea,Engineering,,7,,,
7.37,EE,SDE,FTE,Full-time,M,Midea,Engineering,,7,,,
7.5,MCE,Analyst,FTE,Full-time,M,Grand Thornton,Energy,,6.8,"6.8 lpa

(5.5 lpa base)",3,Salesforce
5.94,ECE,Analyst,FTE,Full-time,M,Grand Thornton,Energy,,6.8,,,
8.85,EP,Analyst,FTE,Full-time,M,Grand Thornton,Energy,,6.8,,,
8.12,EE,Analyst,FTE,Full-time,M,Grand Thornton,Energy,,6.8,,2,Oracle
7.91,EP,Analyst,FTE,Full-time,M,Grand Thornton,Energy,,6.8,,,
8,ME,Core,FTE,Full-time,M,Technip Energies,Electric Vehicles,,6.5,6.5 lpa,3,
8.17,CE,Core,FTE,Full-time,M,Technip Energies,Electric Vehicles,,6.5,,,
No data,CH,Core,FTE,Full-time,M,Technip Energies,Electric Vehicles,,6.5,,,
8.54,ECE,Core,6M + FTE,6M+FTE,M,Siemens Energy,Engineering,25,6,"25K pm

6 lpa",5,
8.9,EE,Core,6M + FTE,6M+FTE,M,Siemens Energy,Engineering,25,6,,,
7.79,ME,Core,6M + FTE,6M+FTE,M,Siemens Energy,Engineering,25,6,,,
8.21,ME,Core,6M + FTE,6M+FTE,M,Siemens Energy,Engineering,25,6,,,
7.2,EE,Core,FTE,Full-time,M,Siemens Energy,Engineering,,6,,,
7.08,ME,Core,6M + PPO,PPO,M,Euler Motors,Technology,30,6,6 lpa,3,Mechanical
No data,AE,Core,6M + PPO,PPO,M,Euler Motors,Technology,30,6,,,
No data,AE,Core,6M + PPO,PPO,M,Euler Motors,Technology,30,6,,,
6.46,EE,Core,6M + PPO,PPO,M,Euler Motors,Technology,30,6,6 lpa,1,Electrical
7.55,CE,,FTE,Full-time,M,Larsen & Toubro Limited,Technology,,6,"6 lpa (office based posting)
6.57 lpa (project site based posting)",6,
8.46,CE,,FTE,Full-time,M,Larsen & Toubro Limited,Technology,,6,,,
7.46,ME,,FTE,Full-time,M,Larsen & Toubro Limited,Technology,,6,,,
7.47,ME,,FTE,Full-time,M,Larsen & Toubro Limited,Technology,,6,,,
8.38,ME,,FTE,Full-time,M,Larsen & Toubro Limited,Technology,,6,,,
6.95,ME,,FTE,Full-time,M,Larsen & Toubro Limited,Technology,,6,,,
7.98,CO,SDE,6M + PPO,PPO,M,Infinite Locus,Electronics,,6,6 lpa,2,Full Stack Developer
7.69,MCE,SDE,6M + PPO,PPO,M,Infinite Locus,Electronics,,6,,,
6.44,CO,SDE,Intern + FTE,Full-time,M,Mphasis,Engineering,25,6,"15K - 25K

6 lpa",4,4 month intern + FTE
7.67,EE,SDE,Intern + FTE,Full-time,M,Mphasis,Engineering,25,6,,,
6.5,EE,SDE,Intern + FTE,Full-time,M,Mphasis,Engineering,25,6,,,
7.48,EE,SDE,Intern + FTE,Full-time,M,Mphasis,Engineering,25,6,,,
7.08,EE,Other,FTE,Full-time,M,Keyence,Education,,5.91,6.91 lpa (if relocation),1,Consulting Sales Engineer
8.84,CE,Core,FTE,Full-time,M,AtkinsRealis,Consulting,,5.7,5.7 lpa,1,Graduate Engineer
7.64,CO,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,"15K + 10K (incentives)

CTC: 4 lpa",48,"Edutech

6 day WFO (Sat & Sun mandatory working)"
6.38,CO,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
7.42,IT,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
5.78,SE,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
6.97,SE,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
7.55,SE,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
6.48,MCE,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
7.11,MCE,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
6.61,ECE,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
5.94,ECE,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
No data,ECE,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
4.65,ECE,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
6.46,ECE,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
6.58,ECE,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
No data,ECE,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
6.41,ECE,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
7.07,ECE,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
6.79,EE,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
7.67,EE,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
6.81,EE,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
6.85,EE,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
6.82,EE,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
6.8,ME,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
6.63,ME,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
8.04,ME,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
6.69,ME,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
6.71,ME,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
7.22,ME,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
6.49,ME,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
8.69,ME,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
6.86,ME,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
7.26,EP,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
6.96,EP,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
5.87,PE,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
7.24,PE,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
6.09,PE,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
7.77,PE,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
7.22,PE,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
6.47,EN,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
8.11,EN,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
No data,EN,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
No data,EN,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
8.45,CE,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
7.93,CE,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
6.76,AE,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
6,AE,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
5.49,AE,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
6.08,CH,Other,6M + PPO,PPO,M,TeachNook,Technology,25,4,,,
6.26,CO,SDE,FTE,Full-time,M,Cognizant,Consulting,,4,4 lpa,1,GenC
8.18,CO,SDE,FTE,Full-time,M,Infosys,Technology,,3.6,"3.6 lpa

(Non-Blocking)",22,Systems Engineer
7.64,SE,SDE,FTE,Full-time,M,Infosys,Technology,,3.6,,,
8.11,SE,SDE,FTE,Full-time,M,Infosys,Technology,,3.6,,,
7.35,MCE,SDE,FTE,Full-time,M,Infosys,Technology,,3.6,,,
8.6,MCE,SDE,FTE,Full-time,M,Infosys,Technology,,3.6,,,
7.37,MCE,SDE,FTE,Full-time,M,Infosys,Technology,,3.6,,,
7.91,MCE,SDE,FTE,Full-time,M,Infosys,Technology,,3.6,,,
7.63,MCE,SDE,FTE,Full-time,M,Infosys,Technology,,3.6,,,
6.41,MCE,SDE,FTE,Full-time,M,Infosys,Technology,,3.6,,,
6.73,ECE,SDE,FTE,Full-time,M,Infosys,Technology,,3.6,,,
6.61,ECE,SDE,FTE,Full-time,M,Infosys,Technology,,3.6,,,
6.34,ECE,SDE,FTE,Full-time,M,Infosys,Technology,,3.6,,,
7.21,EE,SDE,FTE,Full-time,M,Infosys,Technology,,3.6,,,
6.46,EE,SDE,FTE,Full-time,M,Infosys,Technology,,3.6,,,
7.9,EE,SDE,FTE,Full-time,M,Infosys,Technology,,3.6,,,
5.67,EE,SDE,FTE,Full-time,M,Infosys,Technology,,3.6,,,
7.44,ME,SDE,FTE,Full-time,M,Infosys,Technology,,3.6,,,
6.85,ME,SDE,FTE,Full-time,M,Infosys,Technology,,3.6,,,
7.98,EP,SDE,FTE,Full-time,M,Infosys,Technology,,3.6,,,
7.79,PE,SDE,FTE,Full-time,M,Infosys,Technology,,3.6,,,
8.59,CE,SDE,FTE,Full-time,M,Infosys,Technology,,3.6,,,
6.08,CH,SDE,FTE,Full-time,M,Infosys,Technology,,3.6,,,
6.26,CO,SDE,FTE,Full-time,M,"Tata Consultancy Services
(TCS)",Technology,,3.3,"UG: 3.3 lpa

PG: 3.5 lpa

(Non-Blocking)",15,TCS Ninja
7.21,CO,SDE,FTE,Full-time,M,"Tata Consultancy Services
(TCS)",Technology,,3.3,,,
6.38,CO,SDE,FTE,Full-time,M,"Tata Consultancy Services
(TCS)",Technology,,3.3,,,
6.41,CO,SDE,FTE,Full-time,M,"Tata Consultancy Services
(TCS)",Technology,,3.3,,,
7.27,SE,SDE,FTE,Full-time,M,"Tata Consultancy Services
(TCS)",Technology,,3.3,,,
7.64,SE,SDE,FTE,Full-time,M,"Tata Consultancy Services
(TCS)",Technology,,3.3,,,
7.35,MCE,SDE,FTE,Full-time,M,"Tata Consultancy Services
(TCS)",Technology,,3.3,,,
6.97,MCE,SDE,FTE,Full-time,M,"Tata Consultancy Services
(TCS)",Technology,,3.3,,,
7.51,EE,SDE,FTE,Full-time,M,"Tata Consultancy Services
(TCS)",Technology,,3.3,,,
6.59,EE,SDE,FTE,Full-time,M,"Tata Consultancy Services
(TCS)",Technology,,3.3,,,
8.31,EE,SDE,FTE,Full-time,M,"Tata Consultancy Services
(TCS)",Technology,,3.3,,,
7.52,EE,SDE,FTE,Full-time,M,"Tata Consultancy Services
(TCS)",Technology,,3.3,,,
6.98,ME,SDE,FTE,Full-time,M,"Tata Consultancy Services
(TCS)",Technology,,3.3,,,
No data,EP,SDE,FTE,Full-time,M,"Tata Consultancy Services
(TCS)",Technology,,3.3,,,
8.59,CE,SDE,FTE,Full-time,M,"Tata Consultancy Services
(TCS)",Technology,,3.3,,,
9.23,CO,SDE,Intern + FTE,Full-time,M,Hike,Messaging,50,,50K pm,3,1 year intern + FTE
8.8,IT,SDE,Intern + FTE,Full-time,M,Hike,Messaging,50,,,,
No data,CO,SDE,Intern + FTE,Full-time,M,Hike,Messaging,50,,,,
9.27,CO,SDE,PPO,PPO,M,Arcesium,Financial Services,,,28 lpa *,1,
9.85,CO,SDE,PPO,PPO,F,SLB,Oil & Gas,,,33 lpa*,1,
9.4,CO,SDE,PPO,PPO,M,VISA,Technology,,,,2,
9.5,CO,SDE,PPO,PPO,F,VISA,Technology,,,,,
8.73,CO,SDE,PPO,PPO,M,Wells Fargo,Payments,,,,11,
8.45,CO,SDE,PPO,PPO,F,Wells Fargo,Payments,,,,,
9.06,CO,SDE,PPO,PPO,M,Wells Fargo,Payments,,,,,
8.24,CO,SDE,PPO,PPO,M,Wells Fargo,Payments,,,,,
8.49,CO,SDE,PPO,PPO,M,Wells Fargo,Payments,,,,,
9.5,CO,SDE,PPO,PPO,M,Wells Fargo,Payments,,,,,
9.17,IT,SDE,PPO,PPO,M,Wells Fargo,Payments,,,,,
9.47,IT,SDE,PPO,PPO,M,Wells Fargo,Payments,,,,,
9.26,SE,SDE,PPO,PPO,M,Wells Fargo,Payments,,,,,
9.21,SE,SDE,PPO,PPO,M,Wells Fargo,Payments,,,,,
9.04,MCE,SDE,PPO,PPO,M,Wells Fargo,Payments,,,,,
8.4,CO,SDE,PPO,PPO,F,Citi Bank,Banking,,,,3,
9.42,CO,SDE,PPO,PPO,M,Citi Bank,Banking,,,,,
9.66,IT,SDE,PPO,PPO,M,Citi Bank,Banking,,,,,
9.14,IT,SDE,PPO,PPO,F,PayPal,Payments,,,35 lpa *,2,
9.53,IT,SDE,PPO,PPO,M,PayPal,Payments,,,,,
9.63,SE,SDE,PPO,PPO,M,Atlassian,Technology,,,82 lpa *,2,
8.42,EE,SDE,PPO,PPO,M,Atlassian,Technology,,,,,
8.29,CO,SDE,PPO,PPO,M,Walmart,Retail,,,,1,
9.06,CO,SDE,PPO,PPO,M,DE Shaw,Hedge Fund,,,,1,
7.7,SE,SDE,PPO,PPO,M,Deutsche Bank,Banking,,,,2,
8.14,MCE,SDE,PPO,PPO,M,Deutsche Bank,Banking,,,,,
9.14,SE,SDE,6M + PPO,PPO,M,Probo,Prediction Market,30,,30K pm,1,
No data,IT,SDE,6M + PPO,PPO,M,ST Micro Electronics,Semiconductors,45,,45K pm,1,6M only
